cgpa,avg_ca_score,avg_exam_score,attendance_rate,courses_registered,level,gender,department,performance_category
1.63,8.53,29.84,56.67,7.0,100.0,Male,Mechanical Engineering,At-Risk
1.68,15.84,29.73,43.9,4.0,400.0,Male,Electrical Engineering,At-Risk
3.12,15.07,40.39,39.95,8.0,400.0,Female,Accounting,Average
4.97,29.51,70.0,96.14,5.0,400.0,Female,Business Administration,Excellent
4.96,30.0,67.24,79.11,7.0,200.0,Male,Accounting,Excellent
2.87,25.02,43.69,69.12,6.0,300.0,Female,Mass Communication,Average
3.38,18.75,49.99,84.44,6.0,500.0,Female,Mechanical Engineering,Average
4.37,30.0,58.12,82.61,5.0,200.0,Female,Mass Communication,Good
4.7,30.0,55.14,96.34,8.0,400.0,Female,Mechanical Engineering,Excellent
1.42,8.19,21.01,48.55,4.0,100.0,Male,Civil Engineering,At-Risk
2.88,16.22,38.66,80.42,8.0,100.0,Female,Computer Science,Average
4.25,23.84,44.35,70.35,5.0,500.0,Female,Medicine,Good
1.86,9.91,30.16,52.29,8.0,100.0,Male,Mass Communication,At-Risk
2.48,19.15,42.43,66.48,4.0,400.0,Male,Mass Communication,Average
4.94,30.0,70.0,87.32,4.0,300.0,Female,Electrical Engineering,Excellent
4.93,30.0,65.93,100.0,4.0,500.0,Female,Law,Excellent
4.58,21.84,59.78,80.61,6.0,300.0,Male,Electrical Engineering,Excellent
4.09,19.72,48.43,99.81,5.0,400.0,Female,Economics,Good
1.71,20.98,25.62,71.76,6.0,500.0,Female,Medicine,At-Risk
1.94,10.77,28.83,56.15,8.0,500.0,Female,Electrical Engineering,At-Risk
2.96,13.9,34.99,71.08,4.0,400.0,Female,Electrical Engineering,Average
3.02,25.3,40.93,78.2,6.0,100.0,Female,Computer Science,Average
2.77,18.06,23.02,51.43,7.0,100.0,Male,Medicine,Average
3.37,23.08,54.52,57.26,6.0,300.0,Female,Economics,Average
2.34,13.33,26.56,70.61,8.0,400.0,Female,Electrical Engineering,At-Risk
3.87,21.63,53.92,79.2,7.0,400.0,Female,Accounting,Good
2.0,11.16,16.6,51.75,4.0,400.0,Female,Law,At-Risk
1.99,5.01,23.17,53.97,6.0,100.0,Male,Mechanical Engineering,At-Risk
1.07,6.0,12.78,19.01,5.0,100.0,Female,Economics,At-Risk
1.35,9.58,18.8,44.28,4.0,100.0,Female,Civil Engineering,At-Risk
4.33,30.0,64.42,74.4,8.0,300.0,Female,Mechanical Engineering,Good
2.51,15.48,46.63,69.28,5.0,400.0,Male,Business Administration,Average
1.53,0.0,27.22,58.26,4.0,100.0,Male,Civil Engineering,At-Risk
3.92,23.03,62.54,82.77,5.0,500.0,Male,Accounting,Good
2.99,30.0,53.47,69.87,8.0,200.0,Female,Mechanical Engineering,Average
0.6,7.9,12.89,22.17,6.0,400.0,Female,Business Administration,At-Risk
1.92,7.49,26.64,58.99,8.0,400.0,Male,Economics,At-Risk
1.3,10.73,26.22,51.85,6.0,100.0,Male,Business Administration,At-Risk
3.45,17.0,56.9,83.87,4.0,500.0,Female,Medicine,Average
1.74,3.66,29.52,72.03,5.0,500.0,Female,Electrical Engineering,At-Risk
0.79,3.01,0.0,22.58,4.0,500.0,Female,Electrical Engineering,At-Risk
0.75,4.94,3.73,35.08,6.0,100.0,Male,Mass Communication,At-Risk
3.12,9.35,41.45,59.99,5.0,200.0,Female,Accounting,Average
0.6,0.0,14.61,38.9,8.0,200.0,Male,Economics,At-Risk
4.32,25.97,60.3,81.97,5.0,300.0,Female,Law,Good
1.2,5.15,25.88,42.05,5.0,500.0,Female,Electrical Engineering,At-Risk
3.23,21.35,55.74,79.03,8.0,400.0,Female,Other,Average
2.5,8.93,44.61,49.0,6.0,400.0,Male,Business Administration,Average
2.49,18.53,44.54,49.5,4.0,300.0,Female,Mass Communication,Average
0.82,0.0,3.23,29.63,6.0,500.0,Female,Business Administration,At-Risk
4.11,30.0,61.43,75.75,5.0,500.0,Female,Business Administration,Good
4.52,18.53,58.4,71.94,7.0,500.0,Female,Economics,Excellent
0.55,0.0,0.0,36.11,6.0,500.0,Female,Mechanical Engineering,At-Risk
1.3,9.91,15.95,43.99,7.0,400.0,Female,Economics,At-Risk
4.57,30.0,70.0,76.95,8.0,100.0,Male,Other,Excellent
2.97,19.41,45.3,74.41,7.0,200.0,Male,Medicine,Average
1.18,9.87,32.59,43.51,5.0,400.0,Male,Computer Science,At-Risk
1.41,8.56,21.19,57.58,5.0,200.0,Female,Medicine,At-Risk
3.47,15.69,68.16,69.69,6.0,100.0,Male,Computer Science,Average
3.76,20.12,54.08,74.9,6.0,500.0,Male,Electrical Engineering,Good
3.2,13.12,44.94,62.74,5.0,300.0,Female,Civil Engineering,Average
4.79,22.34,56.81,87.4,8.0,500.0,Male,Civil Engineering,Excellent
2.72,18.35,47.01,69.8,8.0,200.0,Male,Computer Science,Average
1.85,5.49,21.9,48.1,5.0,200.0,Male,Computer Science,At-Risk
2.65,17.48,31.89,66.95,7.0,200.0,Male,Law,Average
2.12,6.2,39.91,47.29,8.0,200.0,Male,Accounting,At-Risk
1.51,10.54,30.4,55.71,4.0,300.0,Female,Mechanical Engineering,At-Risk
0.71,1.8,18.95,32.68,5.0,200.0,Female,Business Administration,At-Risk
2.08,19.54,26.29,63.54,7.0,500.0,Female,Medicine,At-Risk
3.7,23.83,51.41,75.03,6.0,200.0,Male,Law,Good
0.58,9.68,7.68,52.21,7.0,300.0,Female,Civil Engineering,At-Risk
2.48,11.08,40.93,48.17,6.0,500.0,Male,Electrical Engineering,Average
3.4,20.67,60.0,56.01,4.0,300.0,Male,Other,Average
3.25,14.58,48.4,62.8,6.0,100.0,Female,Economics,Average
3.99,21.9,70.0,64.09,6.0,100.0,Male,Other,Good
4.15,23.57,65.24,65.94,8.0,300.0,Male,Civil Engineering,Good
3.7,18.59,49.96,80.65,4.0,400.0,Male,Electrical Engineering,Good
0.96,0.0,20.11,41.51,4.0,500.0,Male,Business Administration,At-Risk
2.64,8.76,50.57,56.85,4.0,100.0,Female,Civil Engineering,Average
3.22,7.59,61.0,64.71,6.0,300.0,Male,Medicine,Average
1.61,4.35,31.97,43.29,8.0,200.0,Male,Medicine,At-Risk
0.69,7.29,9.89,54.8,7.0,300.0,Male,Computer Science,At-Risk
1.51,1.04,19.35,40.72,8.0,300.0,Female,Economics,At-Risk
2.55,8.44,40.27,47.34,8.0,200.0,Female,Civil Engineering,Average
2.36,23.13,46.47,66.31,7.0,100.0,Female,Economics,At-Risk
1.3,4.59,21.6,43.38,7.0,100.0,Female,Business Administration,At-Risk
4.21,26.86,62.57,100.0,5.0,300.0,Male,Accounting,Good
4.67,30.0,65.73,80.73,8.0,200.0,Female,Medicine,Excellent
1.41,11.75,17.06,55.33,7.0,200.0,Male,Civil Engineering,At-Risk
4.68,20.49,64.27,97.02,8.0,100.0,Female,Mechanical Engineering,Excellent
0.58,2.33,9.21,31.75,8.0,100.0,Female,Medicine,At-Risk
4.66,19.88,70.0,78.52,5.0,100.0,Male,Other,Excellent
4.78,30.0,65.05,94.82,4.0,200.0,Male,Business Administration,Excellent
0.55,0.0,8.18,42.4,8.0,100.0,Female,Other,At-Risk
3.93,18.36,48.15,63.1,6.0,200.0,Male,Mechanical Engineering,Good
4.87,23.99,70.0,77.11,8.0,200.0,Male,Mass Communication,Excellent
4.58,19.98,70.0,59.55,7.0,200.0,Male,Other,Excellent
4.87,30.0,70.0,94.37,5.0,100.0,Male,Civil Engineering,Excellent
2.98,29.97,43.3,63.1,5.0,100.0,Male,Electrical Engineering,Average
0.85,2.73,16.52,38.6,7.0,500.0,Male,Medicine,At-Risk
4.32,19.34,59.31,64.97,5.0,400.0,Male,Mass Communication,Good
3.26,8.39,49.9,58.17,5.0,100.0,Male,Computer Science,Average
3.27,18.38,48.24,64.42,5.0,200.0,Female,Medicine,Average
2.38,12.68,33.75,51.81,7.0,200.0,Female,Mass Communication,At-Risk
3.07,15.18,44.13,68.06,4.0,500.0,Female,Computer Science,Average
1.19,8.25,20.29,50.13,4.0,500.0,Male,Accounting,At-Risk
3.83,24.95,51.25,98.64,4.0,400.0,Male,Computer Science,Good
0.84,6.64,9.79,39.85,7.0,100.0,Male,Electrical Engineering,At-Risk
3.78,21.12,66.64,86.56,4.0,300.0,Female,Accounting,Good
4.32,20.41,70.0,73.55,6.0,300.0,Male,Civil Engineering,Good
2.63,19.09,27.13,44.76,4.0,400.0,Male,Computer Science,Average
2.79,16.83,29.04,60.01,6.0,500.0,Female,Law,Average
1.9,15.87,19.01,36.88,4.0,200.0,Male,Mechanical Engineering,At-Risk
4.86,30.0,67.25,88.5,4.0,300.0,Female,Mass Communication,Excellent
3.8,15.69,60.35,67.78,6.0,200.0,Male,Electrical Engineering,Good
2.16,5.79,34.98,36.38,7.0,200.0,Female,Accounting,At-Risk
1.29,3.94,19.39,62.8,4.0,200.0,Female,Medicine,At-Risk
1.49,3.65,25.06,42.48,6.0,400.0,Female,Accounting,At-Risk
2.59,19.3,30.69,44.68,8.0,300.0,Female,Business Administration,Average
4.74,30.0,64.43,95.88,7.0,400.0,Female,Law,Excellent
3.8,28.32,53.09,68.36,7.0,400.0,Male,Computer Science,Good
1.47,10.79,7.89,58.52,5.0,200.0,Male,Mass Communication,At-Risk
4.37,27.25,51.86,75.08,8.0,500.0,Male,Medicine,Good
2.2,19.21,21.85,51.01,4.0,100.0,Male,Law,At-Risk
4.33,28.35,66.77,85.44,7.0,500.0,Female,Business Administration,Good
1.59,9.87,24.19,54.98,6.0,100.0,Male,Business Administration,At-Risk
3.28,27.11,50.86,77.09,4.0,200.0,Male,Economics,Average
4.67,28.6,50.66,85.14,8.0,500.0,Male,Medicine,Excellent
1.66,8.44,11.38,55.21,7.0,400.0,Male,Other,At-Risk
3.62,17.52,55.96,80.87,5.0,200.0,Female,Mass Communication,Good
4.94,30.0,46.97,91.32,4.0,500.0,Male,Computer Science,Excellent
1.18,13.25,26.28,42.71,7.0,100.0,Male,Electrical Engineering,At-Risk
0.9,5.13,0.0,26.32,6.0,400.0,Female,Other,At-Risk
3.53,27.74,56.22,78.4,4.0,300.0,Male,Business Administration,Good
2.03,2.32,21.29,54.77,8.0,200.0,Male,Economics,At-Risk
0.82,4.65,19.88,35.71,7.0,500.0,Female,Computer Science,At-Risk
2.64,15.63,62.61,74.44,6.0,400.0,Female,Electrical Engineering,Average
3.89,19.72,36.3,62.43,5.0,100.0,Male,Business Administration,Good
1.78,22.62,30.53,67.84,5.0,100.0,Female,Medicine,At-Risk
2.01,11.72,13.64,53.87,6.0,100.0,Male,Law,At-Risk
4.31,23.8,63.69,84.84,4.0,300.0,Male,Mass Communication,Good
2.84,17.17,38.11,60.13,5.0,300.0,Male,Mechanical Engineering,Average
